                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.0542,                0.80921,                 1.2842,                 1.0683,                0.68259,                0.70565,                0.73783,                0.48468,                0.69617,                0.76391,                0.76648,                0.39071,                 1.0806,                0.50861,                 1.4527,                 1.1424,             0.00073181,             0.00073181,             0.00073181
                     19,                 1.0229,                0.75646,                 1.1966,                 1.0439,                0.74282,                0.72821,                0.75875,                0.52004,                0.77159,                0.75732,                0.78216,                0.44125,                 1.0209,                0.48178,                 1.3172,                 1.1024,              0.0006768,              0.0006768,              0.0006768
                     20,                 1.0029,                0.68095,                 1.4333,                 1.0805,                 0.7858,                0.69253,                0.75209,                0.51218,                0.80828,                0.71884,                0.76216,                0.42773,                 1.0161,                0.49258,                 1.4924,                 1.0891,             0.00062179,             0.00062179,             0.00062179
                     21,                 0.9803,                0.69439,                  1.358,                 1.0314,                0.78562,                0.75412,                0.84121,                0.59852,                0.79354,                0.74141,                 0.8453,                0.46978,                0.94676,                0.50839,                 1.1864,                 1.0493,             0.00056678,             0.00056678,             0.00056678
                     22,                0.96357,                0.64449,                 1.2846,                  1.025,                0.84766,                0.71423,                0.83287,                0.60881,                0.86957,                0.73291,                0.84772,                0.50058,                0.95364,                0.46777,                 1.1207,                 1.0393,             0.00051177,             0.00051177,             0.00051177
                     23,                0.91487,                 0.6237,                  1.252,                 1.0016,                0.73607,                0.72273,                0.75979,                0.53142,                0.75346,                0.74141,                0.77096,                0.41951,                 0.9714,                0.49464,                 1.3549,                 1.0766,             0.00045676,             0.00045676,             0.00045676
                     24,                0.94287,                0.66378,                 1.2975,                 1.0133,                0.80946,                0.74949,                0.82463,                 0.5731,                0.81702,                0.75707,                0.82583,                0.43928,                0.90771,                0.47498,                 1.1965,                 1.0435,             0.00040175,             0.00040175,             0.00040175
                     25,                0.89364,                0.59654,                 1.1906,                 1.0034,                0.81941,                0.87378,                0.86155,                0.62293,                0.83325,                0.88953,                0.87326,                0.50345,                0.90733,                0.44609,                 1.1256,                  1.047,             0.00034674,             0.00034674,             0.00034674
                     26,                0.83685,                0.56145,                  1.102,                0.96529,                0.87794,                0.84557,                0.90329,                0.68271,                0.90529,                0.85245,                0.89695,                0.52682,                0.84312,                0.43917,                 1.0351,                 1.0103,             0.00029172,             0.00029172,             0.00029172
                     27,                0.84007,                0.56403,                 1.1212,                0.97171,                0.88374,                0.90202,                0.92045,                0.71303,                0.87711,                0.89699,                0.91127,                0.53726,                0.78318,                0.43472,                0.96307,                0.99347,             0.00023671,             0.00023671,             0.00023671
                     28,                0.73539,                0.51407,                 1.0121,                0.92489,                0.87748,                0.86111,                0.92414,                0.71901,                0.90008,                 0.8538,                0.92582,                0.55195,                0.76545,                0.43044,                0.94495,                0.98886,              0.0001817,              0.0001817,              0.0001817
                     29,                0.74876,                0.56129,                 1.0016,                0.94229,                0.87407,                 0.8836,                0.92047,                0.72389,                0.89745,                0.87542,                0.92085,                0.55879,                0.73315,                 0.4247,                0.94836,                0.98711,             0.00012669,             0.00012669,             0.00012669
