                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.1832,                0.88419,                 1.2699,                 1.1673,                0.70686,                   0.55,                0.63617,                0.38082,                 0.5451,                0.50657,                0.43485,                0.11479,                 1.3723,                0.63992,                 1.5304,                 1.4614,               0.001436,               0.001436,               0.001436
                     16,                 1.1138,                0.76855,                 1.1206,                 1.1278,                0.61268,                0.62959,                0.62517,                0.40669,                0.44723,                0.48838,                0.38772,                0.10654,                 1.2142,                0.55959,                 1.4539,                 1.3179,              0.0014195,              0.0014195,              0.0014195
                     17,                 1.1585,                0.81303,                 1.1288,                 1.1469,                 0.5104,                0.61514,                 0.6294,                0.37498,                0.46281,                0.37677,                0.35877,                0.09456,                 1.2628,                 0.5669,                 1.3935,                 1.4076,              0.0014029,              0.0014029,              0.0014029
                     18,                 1.1111,                 0.8506,                  1.134,                  1.129,                0.58399,                0.73838,                0.70018,                0.48639,                 0.5164,                0.46097,                0.46674,                  0.129,                  1.115,                0.55068,                 1.1765,                 1.2994,              0.0013864,              0.0013864,              0.0013864
                     19,                 1.0686,                0.78522,                 1.0593,                 1.1044,                0.54515,                0.53373,                0.53871,                0.33959,                0.42333,                0.35057,                0.35811,                0.09672,                  1.269,                0.60942,                 1.4955,                 1.3639,              0.0013699,              0.0013699,              0.0013699
                     20,                 1.0893,                0.79269,                 1.0727,                 1.1274,                0.76957,                0.51884,                0.69623,                0.47403,                0.50067,                0.39215,                0.40267,                0.10097,                 1.1308,                0.53254,                 1.2853,                 1.2232,              0.0013534,              0.0013534,              0.0013534
                     21,                 1.1416,                0.84725,                 1.1793,                 1.1254,                0.49152,                0.61263,                0.52246,                 0.3415,                0.46448,                0.39192,                0.32277,                0.08072,                 1.2964,                0.56724,                 1.6384,                 1.4132,              0.0013369,              0.0013369,              0.0013369
                     22,                 1.0623,                 0.7892,                 1.0617,                 1.0858,                0.64623,                0.59027,                0.64223,                0.40395,                0.51424,                0.43756,                0.42981,                0.11843,                 1.1644,                0.51837,                 1.6291,                 1.2604,              0.0013204,              0.0013204,              0.0013204
                     23,                0.95692,                 0.6838,                  1.001,                 1.0491,                0.60305,                 0.6601,                 0.6792,                 0.4638,                0.54767,                0.49697,                0.47433,                0.15189,                 1.1129,                0.51327,                 1.2442,                 1.3394,              0.0013039,              0.0013039,              0.0013039
                     24,                 1.0019,                0.77215,                 1.0051,                 1.0618,                0.62291,                0.71266,                0.70147,                0.48055,                0.49942,                0.53485,                0.47491,                0.15224,                 1.0875,                0.53687,                 1.1653,                 1.2981,              0.0012874,              0.0012874,              0.0012874
                     25,                 1.0587,                0.77877,                0.91007,                 1.1009,                  0.718,                0.49646,                0.64431,                0.44714,                0.65178,                0.45156,                0.48156,                0.13805,                 1.1583,                0.52792,                 1.3518,                 1.3197,              0.0012709,              0.0012709,              0.0012709
                     26,                 1.0212,                0.78351,                 1.0202,                  1.081,                0.66797,                0.68149,                0.69259,                0.44849,                0.51487,                0.51919,                0.49934,                0.15795,                 1.0852,                0.52484,                 1.2857,                 1.2545,              0.0012544,              0.0012544,              0.0012544
                     27,                 1.0155,                0.78017,                0.96098,                 1.0747,                0.66126,                0.67387,                0.70019,                0.48827,                0.60138,                0.40303,                0.46192,                0.12664,                 1.0568,                0.56084,                 1.2253,                 1.2034,              0.0012379,              0.0012379,              0.0012379
                     28,                 1.0203,                0.79214,                0.94347,                 1.0633,                0.54947,                0.66229,                0.60957,                  0.417,                0.63874,                0.38636,                0.42304,                0.12523,                 1.1031,                0.62243,                 1.3011,                 1.2504,              0.0012214,              0.0012214,              0.0012214
                     29,                0.95362,                0.71208,                0.92633,                 1.0388,                0.62118,                0.66768,                0.66686,                0.48844,                0.47848,                0.49697,                0.43651,                0.12363,                0.94144,                0.48675,                 1.2512,                 1.1251,              0.0012049,              0.0012049,              0.0012049
                     30,                0.93635,                0.77268,                0.94034,                 1.0375,                0.71156,                0.74086,                0.75198,                0.54567,                0.49911,                0.56414,                0.48551,                0.16247,                0.96889,                0.49023,                 1.0139,                 1.1646,              0.0011884,              0.0011884,              0.0011884
                     31,                0.90751,                0.72689,                0.85952,                 1.0331,                0.73426,                0.70311,                0.72697,                0.50912,                 0.5259,                0.55714,                0.49562,                0.14866,                0.99907,                0.44954,                 1.1013,                 1.1789,              0.0011719,              0.0011719,              0.0011719
                     32,                0.90159,                0.70546,                0.85474,                 1.0131,                0.75044,                0.76834,                0.82113,                0.62087,                0.52968,                0.60022,                0.54119,                0.19739,                0.93849,                0.46203,                0.92661,                 1.1039,              0.0011554,              0.0011554,              0.0011554
                     33,                0.88247,                0.71612,                0.81944,                0.99721,                 0.7711,                0.76713,                0.78865,                0.55043,                0.59701,                0.60152,                0.50347,                0.16968,                0.99466,                0.45397,                0.99396,                 1.1919,              0.0011389,              0.0011389,              0.0011389
                     34,                0.87588,                0.64597,                0.81869,                0.98536,                0.73089,                0.72397,                0.76594,                0.53608,                0.55323,                0.55082,                0.47917,                0.14846,                0.99706,                0.45991,                 1.0423,                  1.167,              0.0011224,              0.0011224,              0.0011224
                     35,                0.88265,                0.71254,                0.86048,                0.99684,                0.85918,                0.70886,                0.83322,                0.62587,                0.66671,                0.56818,                0.54474,                0.18307,                0.87598,                0.45573,                 0.8398,                 1.0896,              0.0011059,              0.0011059,              0.0011059
                     36,                0.84063,                0.63913,                0.76633,                0.98835,                0.72754,                0.78814,                0.75171,                 0.5679,                0.51646,                 0.5798,                 0.4879,                0.15322,                0.91574,                0.47088,                0.95217,                  1.137,              0.0010894,              0.0010894,              0.0010894
                     37,                0.81971,                0.64306,                0.77745,                0.99191,                0.67067,                0.72742,                0.74667,                0.58188,                0.65304,                0.50808,                 0.5385,                0.19139,                 0.8294,                 0.4396,                0.98298,                 1.0813,              0.0010729,              0.0010729,              0.0010729
                     38,                0.79917,                0.72014,                0.79915,                0.97842,                0.77005,                0.76981,                 0.8059,                0.61194,                0.59032,                0.60556,                0.51187,                0.15859,                 0.8325,                0.41771,                0.90017,                 1.0767,              0.0010564,              0.0010564,              0.0010564
                     39,                0.78249,                0.60109,                0.72944,                0.96482,                0.74435,                0.70909,                0.72556,                 0.5769,                0.54386,                0.57576,                0.54041,                0.18966,                0.79143,                0.45849,                 1.0677,                 1.0482,              0.0010399,              0.0010399,              0.0010399
                     40,                0.79163,                0.67372,                0.75997,                0.97523,                0.82879,                0.78915,                 0.8714,                0.67893,                0.60138,                0.60299,                0.57058,                0.18707,                0.77871,                0.43736,                0.82313,                  1.042,              0.0010234,              0.0010234,              0.0010234
                     41,                0.79366,                0.68527,                0.75203,                0.97659,                0.77174,                0.84197,                0.86613,                0.69475,                0.59034,                0.65455,                0.59448,                0.17767,                0.77948,                0.44062,                0.79946,                 1.0386,              0.0010069,              0.0010069,              0.0010069
                     42,                0.81329,                0.64705,                0.72563,                0.97991,                 0.8091,                0.81808,                0.86776,                0.69473,                0.65609,                0.56444,                0.57004,                0.18891,                0.77463,                0.44039,                0.78352,                 1.0271,             0.00099036,             0.00099036,             0.00099036
                     43,                0.75813,                0.66015,                0.72799,                0.95176,                0.79341,                0.82246,                0.86575,                0.70777,                0.64616,                0.55303,                0.55756,                0.18454,                0.76599,                0.48671,                0.78222,                 1.0555,             0.00097386,             0.00097386,             0.00097386
                     44,                0.77735,                0.70148,                 0.7337,                0.96205,                 0.8072,                 0.7202,                0.81459,                0.61622,                 0.5898,                0.54596,                 0.5229,                 0.1761,                0.80258,                0.40481,                0.92671,                 1.0533,             0.00095736,             0.00095736,             0.00095736
                     45,                0.78361,                0.65571,                0.73198,                0.97817,                0.70652,                0.72374,                0.77994,                0.59848,                 0.5122,                0.59112,                0.55131,                0.21148,                0.84766,                0.45126,                0.90749,                 1.0676,             0.00094085,             0.00094085,             0.00094085
                     46,                0.75042,                0.67374,                0.71226,                0.95852,                  0.761,                0.79444,                0.81137,                0.65188,                0.55979,                0.59499,                0.55112,                0.19526,                0.74755,                0.40058,                0.86831,                 1.0242,             0.00092435,             0.00092435,             0.00092435
                     47,                0.75346,                0.63228,                0.68181,                0.95379,                0.78428,                0.71595,                0.80895,                0.65931,                0.58897,                0.58333,                0.54761,                0.15805,                0.79381,                0.45285,                0.87398,                 1.0715,             0.00090785,             0.00090785,             0.00090785
                     48,                0.74479,                0.66872,                0.67666,                0.95438,                0.83499,                0.78193,                0.83939,                 0.6687,                0.66685,                0.61865,                0.55372,                0.20146,                0.78542,                0.44068,                0.83851,                 1.0765,             0.00089134,             0.00089134,             0.00089134
                     49,                0.71852,                0.61385,                0.64513,                0.93859,                0.81587,                0.78515,                0.83763,                0.66377,                0.59764,                0.58131,                0.53883,                0.17205,                0.76458,                0.42441,                0.80971,                 1.0487,             0.00087484,             0.00087484,             0.00087484
                     50,                 0.7288,                0.63263,                0.64193,                0.93503,                0.87434,                0.82424,                0.88605,                0.72017,                 0.6698,                0.63889,                0.59665,                0.21126,                 0.7413,                0.43197,                0.72707,                 1.0393,             0.00085834,             0.00085834,             0.00085834
                     51,                0.72844,                 0.6197,                0.63023,                0.95578,                 0.7802,                0.81464,                0.82705,                0.65671,                0.58733,                0.56364,                0.51824,                0.16839,                0.77797,                0.43543,                0.91596,                 1.0526,             0.00084184,             0.00084184,             0.00084184
                     52,                0.72233,                0.62261,                0.62566,                0.94149,                0.86069,                0.79444,                0.86209,                0.71153,                0.64089,                0.64553,                0.58577,                0.18518,                0.71006,                0.41359,                0.73693,                  1.016,             0.00082533,             0.00082533,             0.00082533
                     53,                0.72915,                0.63643,                0.63835,                0.93929,                0.81244,                 0.7813,                0.80148,                0.64388,                0.62001,                0.61595,                0.54644,                0.21055,                0.71254,                0.40609,                0.80263,                 1.0083,             0.00080883,             0.00080883,             0.00080883
                     54,                0.65276,                0.57459,                0.60549,                0.91787,                0.84022,                0.84015,                0.85997,                0.72072,                0.58094,                 0.5694,                0.51951,                0.17637,                0.70158,                0.40642,                0.79292,                 1.0089,             0.00079233,             0.00079233,             0.00079233
                     55,                0.71442,                0.63678,                0.61893,                0.93068,                0.81783,                0.78177,                0.86214,                0.71547,                0.62238,                0.58737,                0.59507,                0.20682,                0.66757,                0.41748,                0.80663,                 0.9719,             0.00077582,             0.00077582,             0.00077582
                     56,                0.68212,                0.59008,                0.60599,                 0.9414,                0.83204,                0.81714,                0.86735,                0.72119,                0.60163,                0.60202,                0.53786,                0.15189,                 0.6527,                0.39973,                0.82097,                 0.9609,             0.00075932,             0.00075932,             0.00075932
                     57,                0.68472,                0.61019,                0.58474,                0.91716,                0.82808,                 0.8096,                 0.8507,                0.71321,                0.63513,                0.59782,                0.55678,                0.18306,                0.67046,                0.43072,                0.76401,                0.96908,             0.00074282,             0.00074282,             0.00074282
                     58,                0.68453,                0.55698,                0.63954,                0.90727,                0.75677,                0.84697,                0.86187,                0.71288,                0.59439,                 0.5906,                0.55577,                0.18029,                0.68006,                0.40729,                0.77015,                0.96565,             0.00072631,             0.00072631,             0.00072631
                     59,                0.65041,                0.55848,                0.59421,                0.91844,                0.80489,                0.77833,                0.82302,                0.68561,                0.60954,                0.57929,                0.54785,                0.20442,                0.67026,                0.38942,                0.79228,                0.95104,             0.00070981,             0.00070981,             0.00070981
                     60,                 0.6406,                 0.5754,                0.53551,                0.90431,                0.78796,                0.77222,                0.84006,                0.69876,                 0.6047,                0.59798,                0.54321,                 0.1851,                0.65924,                0.41957,                0.75111,                0.96066,             0.00069331,             0.00069331,             0.00069331
                     61,                0.62995,                0.56542,                0.54811,                0.91958,                0.80644,                0.83535,                0.86056,                0.72779,                0.59501,                0.63582,                0.56134,                 0.2042,                0.69857,                0.44009,                0.72014,                 1.0234,              0.0006768,              0.0006768,              0.0006768
                     62,                0.63254,                0.55934,                0.55087,                0.91008,                0.77107,                0.82828,                0.85194,                0.70524,                0.60118,                0.61706,                0.57388,                0.19421,                0.67527,                 0.4125,                0.76489,                0.99824,              0.0006603,              0.0006603,              0.0006603
                     63,                0.60844,                0.58078,                 0.5516,                0.89744,                0.80756,                0.82879,                0.85321,                0.71415,                0.60656,                0.62475,                0.55667,                 0.1898,                0.66872,                0.42032,                0.75726,                0.99593,              0.0006438,              0.0006438,              0.0006438
                     64,                0.60633,                0.59145,                0.53491,                0.90597,                0.80088,                0.77584,                0.83458,                0.69688,                 0.6565,                0.63129,                0.58469,                0.21307,                0.67798,                0.40419,                0.87719,                0.99197,             0.00062729,             0.00062729,             0.00062729
                     65,                0.61725,                0.55069,                0.55851,                 0.9021,                0.83494,                0.73081,                0.80775,                0.66515,                0.63284,                0.59766,                0.54686,                0.19792,                 0.7084,                0.40081,                0.92929,                 1.0095,             0.00061079,             0.00061079,             0.00061079
                     66,                0.61657,                0.52063,                0.55858,                0.90733,                0.80465,                0.78522,                0.83506,                0.70025,                0.59303,                0.60253,                0.54493,                 0.2011,                0.68164,                0.41167,                0.81283,                0.99577,             0.00059429,             0.00059429,             0.00059429
                     67,                0.63481,                0.58144,                0.58178,                0.89987,                0.75927,                0.79444,                0.83915,                0.71115,                0.58553,                0.60202,                0.54689,                0.19705,                0.65221,                 0.4083,                0.77019,                 0.9954,             0.00057778,             0.00057778,             0.00057778
                     68,                0.59602,                0.56978,                0.54434,                0.88853,                0.72767,                0.84343,                0.84538,                0.71392,                0.59198,                0.66919,                0.56126,                0.19785,                 0.6759,                0.39709,                0.73722,                 1.0088,             0.00056128,             0.00056128,             0.00056128
                     69,                0.59713,                0.51607,                0.48314,                0.90046,                0.76298,                0.74646,                0.79158,                0.66734,                0.56517,                0.60202,                0.52499,                 0.1794,                0.66974,                0.39638,                0.84989,                0.98104,             0.00054478,             0.00054478,             0.00054478
                     70,                0.58753,                0.55271,                0.51553,                0.89135,                0.75292,                0.79056,                0.81542,                 0.6734,                 0.5723,                0.58687,                0.51695,                0.17285,                0.67279,                0.40114,                0.81576,                0.97913,             0.00052827,             0.00052827,             0.00052827
                     71,                0.57647,                0.53781,                0.48488,                0.88369,                0.81369,                0.79091,                0.84664,                0.73051,                0.61169,                0.56424,                0.54231,                0.18687,                0.59972,                0.39966,                0.74634,                0.95457,             0.00051177,             0.00051177,             0.00051177
                     72,                0.56513,                0.50799,                0.48066,                0.88911,                0.79899,                0.76425,                0.84471,                0.72764,                0.61873,                0.51723,                0.54189,                0.18294,                0.60441,                0.38317,                0.77372,                 0.9668,             0.00049527,             0.00049527,             0.00049527
                     73,                0.55454,                0.51423,                0.49032,                0.89411,                0.81352,                0.78373,                0.87551,                0.74598,                0.58913,                0.59098,                0.54765,                0.18603,                0.61869,                0.40169,                0.75538,                0.96686,             0.00047876,             0.00047876,             0.00047876
                     74,                0.53349,                0.49006,                0.47559,                0.88644,                0.82664,                0.86212,                0.88366,                0.76939,                0.61114,                0.59848,                0.53784,                0.18462,                0.59438,                0.39095,                0.67277,                0.96011,             0.00046226,             0.00046226,             0.00046226
                     75,                0.54112,                 0.5224,                0.47993,                0.88031,                0.85736,                0.81224,                0.88823,                0.77922,                0.63979,                0.60804,                0.59025,                0.21877,                0.58424,                0.38969,                 0.6768,                0.95111,             0.00044576,             0.00044576,             0.00044576
                     76,                0.52517,                0.50159,                0.47984,                0.87949,                0.85925,                0.81364,                0.87114,                0.75822,                0.65443,                 0.6096,                0.58791,                0.20598,                0.58412,                0.39316,                0.75264,                0.95711,             0.00042925,             0.00042925,             0.00042925
                     77,                0.53709,                 0.5258,                0.46212,                0.88096,                0.82879,                0.84019,                0.85756,                0.75355,                0.61102,                0.61702,                0.55368,                0.18344,                0.60026,                0.38786,                0.74891,                0.96742,             0.00041275,             0.00041275,             0.00041275
                     78,                0.53039,                0.50256,                0.44029,                0.87696,                0.88996,                 0.8281,                0.88402,                 0.7765,                0.67423,                0.63182,                0.56703,                0.20269,                0.57449,                0.36899,                0.66157,                0.95718,             0.00039625,             0.00039625,             0.00039625
                     79,                0.52675,                0.52879,                 0.4409,                0.89111,                0.87566,                0.76677,                0.85968,                0.74692,                0.62643,                0.59091,                0.53541,                0.19246,                0.59394,                0.36127,                0.69068,                 0.9721,             0.00037974,             0.00037974,             0.00037974
                     80,                0.52887,                0.50882,                0.47161,                0.88667,                0.82912,                0.82121,                0.86799,                0.75051,                0.55886,                0.63232,                0.53467,                0.19025,                0.58907,                0.37492,                0.67987,                0.96391,             0.00036324,             0.00036324,             0.00036324
                     81,                0.53651,                0.51224,                0.44241,                0.88009,                0.82801,                0.77037,                0.83604,                0.71797,                0.60934,                0.61018,                0.57852,                0.20212,                 0.5995,                0.39887,                0.75719,                0.96534,             0.00034674,             0.00034674,             0.00034674
                     82,                0.53861,                0.50706,                0.47294,                 0.8792,                0.80417,                0.76111,                0.81485,                0.70464,                 0.6083,                0.57929,                0.54017,                0.18782,                0.59716,                0.40836,                0.78779,                0.97622,             0.00033023,             0.00033023,             0.00033023
                     83,                0.50502,                0.49526,                0.49775,                0.87474,                0.85299,                0.80754,                0.85109,                0.75065,                0.65676,                0.62424,                0.57276,                0.21168,                0.56142,                0.39197,                 0.6992,                0.94004,             0.00031373,             0.00031373,             0.00031373
                     84,                  0.509,                0.49583,                0.44008,                0.87143,                0.81557,                 0.8139,                0.84486,                0.74058,                0.61699,                0.63248,                0.57095,                 0.2049,                0.56545,                0.39684,                0.70888,                0.93635,             0.00029723,             0.00029723,             0.00029723
                     85,                0.48875,                0.44696,                0.42354,                 0.8607,                0.84986,                0.77576,                0.85039,                0.74682,                0.60401,                0.62778,                0.55317,                0.18461,                0.54005,                0.41207,                0.68526,                0.92976,             0.00028072,             0.00028072,             0.00028072
                     86,                 0.5147,                0.46051,                0.43203,                0.86318,                 0.8723,                0.78737,                0.85486,                0.75832,                0.67127,                0.60499,                0.56028,                0.19726,                0.54639,                0.41543,                0.66437,                0.92554,             0.00026422,             0.00026422,             0.00026422
                     87,                0.48953,                 0.4407,                0.42444,                0.86709,                0.84793,                0.78384,                0.84615,                0.73882,                0.65341,                0.61313,                0.57211,                0.20351,                0.56861,                0.41966,                 0.6915,                0.94208,             0.00024772,             0.00024772,             0.00024772
                     88,                0.47841,                 0.4594,                0.41808,                 0.8514,                0.82023,                0.80811,                0.84127,                0.73724,                0.60909,                 0.6547,                0.58114,                0.20112,                0.57345,                 0.4089,                0.68605,                0.95843,             0.00023121,             0.00023121,             0.00023121
                     89,                0.49998,                 0.4925,                 0.4176,                0.87188,                0.84755,                0.81768,                0.84424,                0.74807,                0.65083,                0.63586,                0.57453,                0.20753,                0.57529,                0.39619,                0.68067,                0.95889,             0.00021471,             0.00021471,             0.00021471
                     90,                   0.47,                0.36408,                0.55555,                0.84059,                0.84064,                0.80119,                0.84752,                 0.7471,                0.67257,                0.63182,                0.61076,                0.20826,                0.56488,                0.39297,                0.66482,                0.94809,             0.00019821,             0.00019821,             0.00019821
                     91,                0.45845,                0.41063,                0.40165,                0.85708,                0.79791,                0.75016,                0.79956,                0.70253,                0.63423,                0.57525,                0.56668,                0.20167,                0.55578,                0.39203,                0.79913,                0.93355,              0.0001817,              0.0001817,              0.0001817
                     92,                0.44364,                0.41563,                0.41004,                0.84734,                0.80605,                0.75707,                0.79063,                0.69084,                0.59908,                 0.5904,                0.53466,                0.19373,                0.54305,                0.39137,                0.76697,                0.92868,              0.0001652,              0.0001652,              0.0001652
                     93,                 0.4299,                0.41309,                0.38239,                 0.8288,                0.86012,                0.73789,                0.83168,                0.72508,                  0.606,                0.63889,                0.55885,                 0.1922,                0.53988,                0.39039,                0.68942,                0.92643,              0.0001487,              0.0001487,              0.0001487
                     94,                0.42836,                0.39091,                0.37486,                0.82927,                0.85029,                0.75889,                0.85485,                0.75237,                0.60027,                0.68154,                0.56692,                0.19392,                0.53576,                0.38915,                0.66484,                0.93215,             0.00013219,             0.00013219,             0.00013219
                     95,                0.42496,                0.36451,                0.37521,                0.84127,                0.75555,                0.86646,                0.86056,                0.75586,                0.58165,                0.65808,                0.55498,                0.19055,                0.54865,                0.38188,                0.67848,                0.94302,             0.00011569,             0.00011569,             0.00011569
                     96,                0.44158,                0.39456,                0.37059,                0.83218,                0.78937,                0.84281,                0.86439,                0.76292,                0.55281,                 0.6691,                0.55435,                0.19393,                0.54716,                0.37555,                0.67468,                0.95353,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                0.42725,                0.35848,                0.36741,                0.83959,                0.79894,                0.84519,                0.86017,                0.76288,                 0.6097,                0.62781,                0.56254,                0.19764,                0.53194,                 0.3787,                0.66528,                0.95033,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                0.38774,                0.36019,                0.41782,                0.81987,                0.79581,                0.84697,                 0.8647,                0.77114,                0.61391,                0.62764,                0.56424,                0.20532,                 0.5204,                0.38191,                0.65785,                0.94795,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                0.37182,                0.35261,                0.37488,                0.82428,                0.78339,                0.86575,                 0.8704,                0.76734,                 0.6184,                0.62883,                0.56757,                0.20385,                0.51649,                0.38484,                0.65044,                 0.9448,             4.9677e-05,             4.9677e-05,             4.9677e-05
